supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0001718,EcoTech Solutions Ltd,RC125003,registered,,Public Limited Company,Renewable Energy,Rivers,REJECTED,Missing or invalid registration date
BUS0001719,Pioneer Foods,RC872864,registered,,Business Name,Fintech,Katsina,REJECTED,Missing or invalid registration date
BUS0001720,Silverline Manufacturing,RC993791,registered,,Sole Proprietorship,Hospitality,Ondo,REJECTED,Missing or invalid registration date
BUS0001721,Bountiful Beverages,RC900036,registered,,Enterprise,Healthcare,Rivers,REJECTED,Missing or invalid registration date
BUS0001722,EcoTech Solutions Ltd,RC636190,registered,,Cooperative Society,Pharmaceuticals,Imo,REJECTED,Missing or invalid registration date
BUS0001723,BlueOcean Logistics,RC938509,registered,,Enterprise,Advertising,Yobe,REJECTED,Missing or invalid registration date
BUS0001724,Sunbeam Electricals,RC864471,registered,,Business Name,Information Technology,Abia,REJECTED,Missing or invalid registration date
BUS0001725,Guardian Security Services,RC113835,registered,2025-12-06,Cooperative Society,Retail,Ebonyi,FLAGGED,Recently registered business
BUS0001726,Prime Health Supplies,RC509393,registered,,Public Limited Company,Marketing,Imo,REJECTED,Missing or invalid registration date
BUS0001727,SkyHigh Enterprises,RC518059,registered,,Business Name,Pharmaceuticals,Niger,REJECTED,Missing or invalid registration date
BUS0001728,Royal Furnishings,RC828988,registered,,Business Name,Food Processing,Sokoto,REJECTED,Missing or invalid registration date
BUS0001729,Pioneer Foods,RC724182,registered,,Public Limited Company,Construction,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001730,Urban Farm Produce,RC916021,registered,,Limited Liability Company,Logistics,Niger,REJECTED,Missing or invalid registration date
BUS0001731,Apex Retailers,RC770018,registered,,Business Name,Real Estate,Imo,REJECTED,Missing or invalid registration date
BUS0001732,EcoTech Solutions Ltd,RC101472,registered,,Cooperative Society,EdTech,Bauchi,REJECTED,Missing or invalid registration date
BUS0001733,Orchid Pharmaceuticals,RC126656,registered,,Business Name,Financial Services,Adamawa,REJECTED,Missing or invalid registration date
BUS0001734,BlueOcean Logistics,RC638343,registered,,Business Name,Transportation,Nasarawa,REJECTED,Missing or invalid registration date
BUS0001735,Nova Industrial Works,RC717689,registered,,Sole Proprietorship,Waste Management,Kogi,REJECTED,Missing or invalid registration date
BUS0001736,Urban Farm Produce,RC421714,registered,,Public Limited Company,Trading,Adamawa,REJECTED,Missing or invalid registration date
BUS0001737,GreenField Farms Ltd,RC632600,registered,,Enterprise,Beverages,Adamawa,REJECTED,Missing or invalid registration date
BUS0001738,Urban Retail Hub,RC721649,registered,,Partnership,Fashion,Bayelsa,REJECTED,Missing or invalid registration date
BUS0001739,Golden Harvest Foods,RC287590,registered,,Sole Proprietorship,Tourism,Taraba,REJECTED,Missing or invalid registration date
BUS0001740,Bright Learning Institute,RC936522,registered,2024-08-04,Public Limited Company,E-commerce,Ondo,FLAGGED,Recently registered business
BUS0001741,Starlight Fabrics,RC316657,registered,,Cooperative Society,Logistics,Osun,REJECTED,Missing or invalid registration date
BUS0001742,CitiCenter Supplies,RC753407,registered,,Cooperative Society,Fashion,Gombe,REJECTED,Missing or invalid registration date
BUS0001743,Sunrise Traders,RC306826,registered,2016-08-06,Business Name,Textiles,Kogi,VERIFIED,Business passed basic verification
BUS0001744,Atlas Transport,RC832193,registered,,Partnership,Transportation,Osun,REJECTED,Missing or invalid registration date
BUS0001745,Horizon Auto Parts,RC167191,registered,,Partnership,Financial Services,Kogi,REJECTED,Missing or invalid registration date
BUS0001746,Alpha Systems Ltd,RC617353,registered,,Non-Profit Organization,Real Estate,Lagos,REJECTED,Missing or invalid registration date
BUS0001747,Bright Learning Institute,RC128610,registered,,Business Name,Human Resources,Kaduna,REJECTED,Missing or invalid registration date
BUS0001748,Starlight Fabrics,RC124512,registered,2017-10-12,Cooperative Society,EdTech,Ebonyi,VERIFIED,Business passed basic verification
BUS0001749,SkyHigh Enterprises,RC643697,registered,2015-06-07,Partnership,Financial Services,Plateau,VERIFIED,Business passed basic verification
BUS0001750,Urban Farm Produce,RC210592,registered,2023-02-11,Limited Liability Company,Retail,Edo,VERIFIED,Business passed basic verification
BUS0001751,Royal Furnishings,RC624938,registered,,Cooperative Society,Fashion,Bauchi,REJECTED,Missing or invalid registration date
BUS0001752,SkyHigh Enterprises,RC388691,registered,2024-02-06,Limited Liability Company,Textiles,Adamawa,VERIFIED,Business passed basic verification
BUS0001753,Orchid Pharmaceuticals,RC405425,registered,2023-10-03,Partnership,Facility Management,Taraba,VERIFIED,Business passed basic verification
BUS0001754,Starlight Fabrics,RC965744,registered,2023-02-08,Partnership,E-commerce,Borno,VERIFIED,Business passed basic verification
BUS0001755,Summit Engineering,RC337508,registered,2024-12-08,Enterprise,Security Services,Nasarawa,FLAGGED,Recently registered business
BUS0001756,Bright Learning Institute,RC657313,registered,,Cooperative Society,E-commerce,Kano,REJECTED,Missing or invalid registration date
BUS0001757,Zenith Media,RC841441,registered,,Enterprise,Logistics,Oyo,REJECTED,Missing or invalid registration date
BUS0001758,Pioneer Foods,RC284713,registered,,Public Limited Company,Beverages,Kebbi,REJECTED,Missing or invalid registration date
BUS0001759,Golden Harvest Foods,RC109638,registered,2025-05-10,Business Name,Tourism,Yobe,FLAGGED,Recently registered business
BUS0001760,BrightWave Technologies,RC109388,registered,2019-06-06,Public Limited Company,Fintech,Oyo,VERIFIED,Business passed basic verification
BUS0001761,HarborTech Systems,RC605127,registered,2019-05-07,Partnership,Logistics,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0001762,Prime Health Supplies,RC484409,registered,,Sole Proprietorship,Healthcare,Zamfara,REJECTED,Missing or invalid registration date
BUS0001763,Cornerstone Ventures,RC779752,registered,2019-04-01,Non-Profit Organization,Advertising,Niger,VERIFIED,Business passed basic verification
BUS0001764,Crestfield Trading,RC463191,registered,,Business Name,Logistics,Sokoto,REJECTED,Missing or invalid registration date
BUS0001765,Spectrum Energy,RC154995,registered,2019-01-10,Partnership,Security Services,Enugu,VERIFIED,Business passed basic verification
BUS0001766,Vertex Global Services,RC307406,registered,2015-04-06,Enterprise,Security Services,Benue,VERIFIED,Business passed basic verification
BUS0001767,Crown Textiles,RC884518,registered,,Business Name,Entertainment,Osun,REJECTED,Missing or invalid registration date
BUS0001768,Bountiful Beverages,RC310649,registered,2016-12-06,Cooperative Society,Education,Imo,VERIFIED,Business passed basic verification
BUS0001769,Bountiful Beverages,RC540473,registered,2017-05-09,Non-Profit Organization,Marketing,Adamawa,VERIFIED,Business passed basic verification
BUS0001770,EcoTech Solutions Ltd,RC123387,registered,,Business Name,Microfinance,Kaduna,REJECTED,Missing or invalid registration date
BUS0001771,Sunrise Traders,RC480860,registered,,Enterprise,Agriculture,Bauchi,REJECTED,Missing or invalid registration date
BUS0001772,Royal Furnishings,RC587718,registered,,Sole Proprietorship,Legal Services,Edo,REJECTED,Missing or invalid registration date
BUS0001773,Pioneer Foods,RC255124,registered,,Public Limited Company,E-commerce,Katsina,REJECTED,Missing or invalid registration date
BUS0001774,Silverline Manufacturing,RC623995,registered,,Enterprise,Legal Services,Ebonyi,REJECTED,Missing or invalid registration date
BUS0001775,Zenith Media,RC160575,registered,2019-04-04,Sole Proprietorship,Advertising,Osun,VERIFIED,Business passed basic verification
BUS0001776,Golden Harvest Foods,RC398574,registered,2024-05-06,Business Name,Renewable Energy,Kano,FLAGGED,Recently registered business
BUS0001777,GreenField Farms Ltd,RC656545,registered,,Public Limited Company,Automotive,Abia,REJECTED,Missing or invalid registration date
BUS0001778,Nova Industrial Works,RC757795,registered,,Public Limited Company,Media,Kwara,REJECTED,Missing or invalid registration date
BUS0001779,SkyHigh Enterprises,RC926840,registered,2023-02-05,Non-Profit Organization,Construction,Sokoto,VERIFIED,Business passed basic verification
BUS0001780,Elite Cleaning Co,RC398332,registered,,Enterprise,Human Resources,Sokoto,REJECTED,Missing or invalid registration date
BUS0001781,Summit Engineering,RC338330,registered,2015-02-06,Partnership,Media,Adamawa,VERIFIED,Business passed basic verification
BUS0001782,Bright Learning Institute,RC690155,registered,,Cooperative Society,Beverages,Bauchi,REJECTED,Missing or invalid registration date
BUS0001783,Unity Supplies Nigeria,RC233845,registered,,Business Name,Agriculture,Oyo,REJECTED,Missing or invalid registration date
BUS0001784,Royal Furnishings,RC534345,registered,2021-07-08,Cooperative Society,Fintech,Bayelsa,VERIFIED,Business passed basic verification
BUS0001785,GreenField Farms Ltd,RC164623,registered,2023-01-06,Cooperative Society,Legal Services,Gombe,VERIFIED,Business passed basic verification
BUS0001786,Orchid Pharmaceuticals,RC191234,registered,,Partnership,Facility Management,Kogi,REJECTED,Missing or invalid registration date
BUS0001787,EcoTech Solutions Ltd,RC113640,registered,2024-06-03,Partnership,Waste Management,Ondo,FLAGGED,Recently registered business
BUS0001788,Pioneer Foods,RC588081,registered,,Sole Proprietorship,EdTech,Yobe,REJECTED,Missing or invalid registration date
BUS0001789,SmartServe Services,RC480663,registered,2020-10-02,Non-Profit Organization,Healthcare,Kaduna,VERIFIED,Business passed basic verification
BUS0001790,BrightWave Technologies,RC788838,registered,2024-02-07,Public Limited Company,Healthcare,Imo,VERIFIED,Business passed basic verification
BUS0001791,Sunrise Traders,RC504648,registered,,Sole Proprietorship,Tourism,Borno,REJECTED,Missing or invalid registration date
BUS0001792,Nova Industrial Works,RC147433,registered,,Enterprise,Agro-processing,Abia,REJECTED,Missing or invalid registration date
BUS0001793,Alpha Systems Ltd,RC900867,registered,,Sole Proprietorship,Media,Kano,REJECTED,Missing or invalid registration date
BUS0001794,Royal Furnishings,RC927164,registered,,Non-Profit Organization,Financial Services,Ekiti,REJECTED,Missing or invalid registration date
BUS0001795,Crown Textiles,RC997675,registered,2018-08-01,Limited Liability Company,Information Technology,Lagos,VERIFIED,Business passed basic verification
BUS0001796,PrimeBuild Construction,RC578380,registered,,Public Limited Company,Tourism,Jigawa,REJECTED,Missing or invalid registration date
BUS0001797,Atlas Transport,RC423210,registered,2022-04-02,Limited Liability Company,Tourism,Niger,VERIFIED,Business passed basic verification
BUS0001798,Crown Textiles,RC857903,registered,2019-07-06,Cooperative Society,Transportation,Yobe,VERIFIED,Business passed basic verification
BUS0001799,Mercury Marketing,RC833497,registered,,Cooperative Society,Agriculture,Anambra,REJECTED,Missing or invalid registration date
BUS0001800,Urban Retail Hub,RC256195,registered,2024-03-09,Partnership,Microfinance,Imo,FLAGGED,Recently registered business
BUS0001801,Sunbeam Electricals,RC122629,registered,2018-06-03,Non-Profit Organization,Food Processing,Delta,VERIFIED,Business passed basic verification
BUS0001802,Urban Farm Produce,RC566136,registered,,Business Name,Marketing,Anambra,REJECTED,Missing or invalid registration date
BUS0001803,Atlas Transport,RC334017,registered,2024-04-05,Partnership,Entertainment,Rivers,FLAGGED,Recently registered business
BUS0001804,HarborTech Systems,RC669014,registered,2015-10-12,Enterprise,Food Processing,Ebonyi,VERIFIED,Business passed basic verification
BUS0001805,MetroLink Ventures,RC698981,registered,2018-06-12,Partnership,Financial Services,Cross River,VERIFIED,Business passed basic verification
BUS0001806,CitiCenter Supplies,RC217065,registered,2018-08-06,Limited Liability Company,Advertising,Edo,VERIFIED,Business passed basic verification
BUS0001807,Bright Learning Institute,RC470031,registered,2023-05-11,Public Limited Company,Trading,Rivers,VERIFIED,Business passed basic verification
BUS0001808,HarborTech Systems,RC705256,registered,2022-06-01,Sole Proprietorship,Real Estate,Nasarawa,VERIFIED,Business passed basic verification
BUS0001809,Nova Industrial Works,RC775971,registered,,Business Name,Media,Kaduna,REJECTED,Missing or invalid registration date
BUS0001810,Pioneer Foods,RC764231,registered,2019-07-05,Public Limited Company,Financial Services,Bayelsa,VERIFIED,Business passed basic verification
BUS0001811,Evergreen Agro,RC237546,registered,,Public Limited Company,Beverages,Kebbi,REJECTED,Missing or invalid registration date
BUS0001812,Spectrum Energy,RC923454,registered,2015-06-10,Business Name,Advertising,Katsina,VERIFIED,Business passed basic verification
BUS0001813,Heritage Consulting,RC540539,registered,2018-07-02,Business Name,Pharmaceuticals,Ogun,VERIFIED,Business passed basic verification
BUS0001814,EcoTech Solutions Ltd,RC927646,registered,,Cooperative Society,Hospitality,Kwara,REJECTED,Missing or invalid registration date
BUS0001815,Nova Industrial Works,RC715751,registered,,Enterprise,Wholesale,Kano,REJECTED,Missing or invalid registration date
BUS0001816,Apex Retailers,RC131220,registered,,Cooperative Society,Consulting,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0001817,Lakeside Traders,RC500102,registered,,Enterprise,Fashion,Plateau,REJECTED,Missing or invalid registration date
BUS0001818,Starlight Fabrics,RC142340,registered,,Limited Liability Company,Fashion,Enugu,REJECTED,Missing or invalid registration date
BUS0001819,EcoTech Solutions Ltd,RC260954,registered,2023-08-03,Business Name,Wholesale,Plateau,VERIFIED,Business passed basic verification
BUS0001820,Nova Industrial Works,RC342638,registered,,Partnership,Trading,Borno,REJECTED,Missing or invalid registration date
BUS0001821,Royal Furnishings,RC584214,registered,2016-05-05,Public Limited Company,Legal Services,Gombe,VERIFIED,Business passed basic verification
BUS0001822,Evergreen Agro,RC889423,registered,,Partnership,Trading,Adamawa,REJECTED,Missing or invalid registration date
BUS0001823,Unity Supplies Nigeria,RC344100,registered,,Sole Proprietorship,EdTech,Oyo,REJECTED,Missing or invalid registration date
BUS0001824,Bountiful Beverages,RC836953,registered,2015-04-11,Public Limited Company,Legal Services,Delta,VERIFIED,Business passed basic verification
BUS0001825,Mercury Marketing,RC455363,registered,2017-10-05,Enterprise,Media,Lagos,VERIFIED,Business passed basic verification
